date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:40:03	850/850	---MC-	200	added ('OK')	text/javascript	date:Fri,%2009%20Oct%202020%2012:40:04%20GMT	https://www.google.com/recaptcha/api.js	C:/Users/talle/PycharmProjects/interview_prep_python/CS4249/Causeforanimals/www.google.com/recaptcha/api.js	(from https://www.causesforanimals.com/dogs-for-adoption.html)
20:40:04	8987/8987	---M--	200	added ('OK')	image/png	etag:%22e043d4ffd08ac49f165f838b0d7dccd7%22	https://www.causesforanimals.com/uploads/1/0/8/3/10832582/5381480.png	C:/Users/talle/PycharmProjects/interview_prep_python/CS4249/Causeforanimals/www.causesforanimals.com/uploads/1/0/8/3/10832582/5381480.png	(from https://www.causesforanimals.com/dogs-for-adoption.html)
20:40:05	44429/44429	---M-Z	200	added ('OK')	text/html	etag:W/%22f08c0fc6e7caae7327e76eb29cb053b6-gzip%22	https://www.causesforanimals.com/about-us.html	C:/Users/talle/PycharmProjects/interview_prep_python/CS4249/Causeforanimals/www.causesforanimals.com/about-us.html	(from https://www.causesforanimals.com/dogs-for-adoption.html)
20:40:06	39937/39937	---M-Z	200	added ('OK')	text/html	etag:W/%22e537ce37cb03a5cf73b65ab223fae311-gzip%22	https://www.causesforanimals.com/mission-and-focus.html	C:/Users/talle/PycharmProjects/interview_prep_python/CS4249/Causeforanimals/www.causesforanimals.com/mission-and-focus.html	(from https://www.causesforanimals.com/dogs-for-adoption.html)
20:40:06	84059/84059	---M-Z	200	added ('OK')	text/html	etag:W/%225a42d8f6a4afad8b7eaab1fff0b98f60-gzip%22	https://www.causesforanimals.com/	C:/Users/talle/PycharmProjects/interview_prep_python/CS4249/Causeforanimals/www.causesforanimals.com/index.html	(from https://www.causesforanimals.com/dogs-for-adoption.html)
20:40:07	37129/37129	---M-Z	200	added ('OK')	text/html	etag:W/%221678f488b53b7df07f61973de9494bd3-gzip%22	https://www.causesforanimals.com/financial-information.html	C:/Users/talle/PycharmProjects/interview_prep_python/CS4249/Causeforanimals/www.causesforanimals.com/financial-information.html	(from https://www.causesforanimals.com/dogs-for-adoption.html)
20:40:08	42859/42859	---M-Z	200	added ('OK')	text/html	etag:W/%229cf2f96407358cefb2b4f091c993f9ef-gzip%22	https://www.causesforanimals.com/meet-the-team.html	C:/Users/talle/PycharmProjects/interview_prep_python/CS4249/Causeforanimals/www.causesforanimals.com/meet-the-team.html	(from https://www.causesforanimals.com/dogs-for-adoption.html)
20:40:08	38149/38149	---M-Z	200	added ('OK')	text/html	etag:W/%22edb89acc5b8e592da6ccb153ad889d67-gzip%22	https://www.causesforanimals.com/ipc-info.html	C:/Users/talle/PycharmProjects/interview_prep_python/CS4249/Causeforanimals/www.causesforanimals.com/ipc-info.html	(from https://www.causesforanimals.com/dogs-for-adoption.html)
20:40:09	44694/44694	---M-Z	200	added ('OK')	text/html	etag:W/%22ce7d5f0e2622560f56574c9bf5e94498-gzip%22	https://www.causesforanimals.com/data-protection-policy.html	C:/Users/talle/PycharmProjects/interview_prep_python/CS4249/Causeforanimals/www.causesforanimals.com/data-protection-policy.html	(from https://www.causesforanimals.com/dogs-for-adoption.html)
20:40:09	43903/43903	---M-Z	200	added ('OK')	text/html	etag:W/%227a1f1c319648e76a4fe51b34b62c5a31-gzip%22	https://www.causesforanimals.com/our-ethical-standards.html	C:/Users/talle/PycharmProjects/interview_prep_python/CS4249/Causeforanimals/www.causesforanimals.com/our-ethical-standards.html	(from https://www.causesforanimals.com/dogs-for-adoption.html)
20:40:10	37171/37171	---M-Z	200	added ('OK')	text/html	etag:W/%2270bdf04dddf380a3cbff1d483f90e77d-gzip%22	https://www.causesforanimals.com/contact-us.html	C:/Users/talle/PycharmProjects/interview_prep_python/CS4249/Causeforanimals/www.causesforanimals.com/contact-us.html	(from https://www.causesforanimals.com/dogs-for-adoption.html)
20:40:10	43899/43899	---M-Z	200	added ('OK')	text/html	etag:W/%2201037dbb25acaec4bc34077e7368d475-gzip%22	https://www.causesforanimals.com/what-we-do.html	C:/Users/talle/PycharmProjects/interview_prep_python/CS4249/Causeforanimals/www.causesforanimals.com/what-we-do.html	(from https://www.causesforanimals.com/dogs-for-adoption.html)
20:40:10	39034/39034	---M-Z	200	added ('OK')	text/html	etag:W/%22fa0ab664e6a200e84578b749287c87d8-gzip%22	https://www.causesforanimals.com/donations--support.html	C:/Users/talle/PycharmProjects/interview_prep_python/CS4249/Causeforanimals/www.causesforanimals.com/donations--support.html	(from https://www.causesforanimals.com/dogs-for-adoption.html)
20:40:11	51752/51752	---M-Z	200	added ('OK')	text/html	etag:W/%22bce7b606cb98f51a08f81c5aa04d2511-gzip%22	https://www.causesforanimals.com/ways-to-donate.html	C:/Users/talle/PycharmProjects/interview_prep_python/CS4249/Causeforanimals/www.causesforanimals.com/ways-to-donate.html	(from https://www.causesforanimals.com/dogs-for-adoption.html)
20:40:11	47843/47843	---M-Z	200	added ('OK')	text/html	etag:W/%225c965f953196be84278dbb385de7e87d-gzip%22	https://www.causesforanimals.com/volunteering.html	C:/Users/talle/PycharmProjects/interview_prep_python/CS4249/Causeforanimals/www.causesforanimals.com/volunteering.html	(from https://www.causesforanimals.com/dogs-for-adoption.html)
20:40:12	42761/42761	---M-Z	200	added ('OK')	text/html	etag:W/%22f1014d9c0b1b56be61cf0ab8899c063c-gzip%22	https://www.causesforanimals.com/general-donation.html	C:/Users/talle/PycharmProjects/interview_prep_python/CS4249/Causeforanimals/www.causesforanimals.com/general-donation.html	(from https://www.causesforanimals.com/dogs-for-adoption.html)
20:40:12	40213/40213	---M-Z	200	added ('OK')	text/html	etag:W/%22d11df46c6456488723b1b325bbbfe084-gzip%22	https://www.causesforanimals.com/fund-raising.html	C:/Users/talle/PycharmProjects/interview_prep_python/CS4249/Causeforanimals/www.causesforanimals.com/fund-raising.html	(from https://www.causesforanimals.com/dogs-for-adoption.html)
20:40:12	49047/49047	---M-Z	200	added ('OK')	text/html	etag:W/%2229a4db3ddbe3427f3aa1326a262723ef-gzip%22	https://www.causesforanimals.com/medic-aid.html	C:/Users/talle/PycharmProjects/interview_prep_python/CS4249/Causeforanimals/www.causesforanimals.com/medic-aid.html	(from https://www.causesforanimals.com/dogs-for-adoption.html)
20:40:13	58029/58029	---M-Z	200	added ('OK')	text/html	etag:W/%22454f72adad54ea96cea5c7e05a858b60-gzip%22	https://www.causesforanimals.com/medical-aid-cases.html	C:/Users/talle/PycharmProjects/interview_prep_python/CS4249/Causeforanimals/www.causesforanimals.com/medical-aid-cases.html	(from https://www.causesforanimals.com/dogs-for-adoption.html)
20:40:13	58339/58339	---M-Z	200	added ('OK')	text/html	etag:W/%22ccdfe69d3a3dde7331e5b8aeb191ae19-gzip%22	https://www.causesforanimals.com/community-care.html	C:/Users/talle/PycharmProjects/interview_prep_python/CS4249/Causeforanimals/www.causesforanimals.com/community-care.html	(from https://www.causesforanimals.com/dogs-for-adoption.html)
20:40:14	49998/49998	---M-Z	200	added ('OK')	text/html	etag:W/%2299ce48fea97e2f26fda7d3b3533a7935-gzip%22	https://www.causesforanimals.com/communitycarecases.html	C:/Users/talle/PycharmProjects/interview_prep_python/CS4249/Causeforanimals/www.causesforanimals.com/communitycarecases.html	(from https://www.causesforanimals.com/dogs-for-adoption.html)
20:40:14	46541/46541	---M-Z	200	added ('OK')	text/html	etag:W/%229685c7a97c54e60df627a9d9ae2c487b-gzip%22	https://www.causesforanimals.com/cas-education-programs.html	C:/Users/talle/PycharmProjects/interview_prep_python/CS4249/Causeforanimals/www.causesforanimals.com/cas-education-programs.html	(from https://www.causesforanimals.com/dogs-for-adoption.html)
20:40:15	59376/59376	---M-Z	200	added ('OK')	text/html	etag:W/%22bdfb67393b121e782cc12d4c31179e1a-gzip%22	https://www.causesforanimals.com/food-drives.html	C:/Users/talle/PycharmProjects/interview_prep_python/CS4249/Causeforanimals/www.causesforanimals.com/food-drives.html	(from https://www.causesforanimals.com/dogs-for-adoption.html)
20:40:15	55252/55252	---M-Z	200	added ('OK')	text/html	etag:W/%22906b1f71df0081dde3b675d127fbbb28-gzip%22	https://www.causesforanimals.com/stray-management-program.html	C:/Users/talle/PycharmProjects/interview_prep_python/CS4249/Causeforanimals/www.causesforanimals.com/stray-management-program.html	(from https://www.causesforanimals.com/dogs-for-adoption.html)
20:40:15	44916/44916	---M-Z	200	added ('OK')	text/html	etag:W/%224262cecfac9ff7bfe814599d1e343fcb-gzip%22	https://www.causesforanimals.com/sponsor-a-kennel-space.html	C:/Users/talle/PycharmProjects/interview_prep_python/CS4249/Causeforanimals/www.causesforanimals.com/sponsor-a-kennel-space.html	(from https://www.causesforanimals.com/dogs-for-adoption.html)
20:40:16	49310/49310	---M-Z	200	added ('OK')	text/html	etag:W/%2240b78b0b1fa51601f533918d1cf707c3-gzip%22	https://www.causesforanimals.com/volunteers-in-action.html	C:/Users/talle/PycharmProjects/interview_prep_python/CS4249/Causeforanimals/www.causesforanimals.com/volunteers-in-action.html	(from https://www.causesforanimals.com/dogs-for-adoption.html)
20:40:16	42332/42332	---M-Z	200	added ('OK')	text/html	etag:W/%2279954252bfdff89689ddfb1fecc70261-gzip%22	https://www.causesforanimals.com/cas-adoption-centre.html	C:/Users/talle/PycharmProjects/interview_prep_python/CS4249/Causeforanimals/www.causesforanimals.com/cas-adoption-centre.html	(from https://www.causesforanimals.com/dogs-for-adoption.html)
20:40:17	56207/56207	---M-Z	200	added ('OK')	text/html	etag:W/%2214893f8f471974f86549119fba08256a-gzip%22	https://www.causesforanimals.com/cats-for-adoption.html	C:/Users/talle/PycharmProjects/interview_prep_python/CS4249/Causeforanimals/www.causesforanimals.com/cats-for-adoption.html	(from https://www.causesforanimals.com/dogs-for-adoption.html)
20:40:17	45738/45738	---M-Z	200	added ('OK')	text/html	etag:W/%22ab1b9fd11616f6a335a2234999dac95b-gzip%22	https://www.causesforanimals.com/cas-adoption-process.html	C:/Users/talle/PycharmProjects/interview_prep_python/CS4249/Causeforanimals/www.causesforanimals.com/cas-adoption-process.html	(from https://www.causesforanimals.com/dogs-for-adoption.html)
20:40:17	40447/40447	---M-Z	200	added ('OK')	text/html	etag:W/%228011c8b7a4fa0fe72b6489dde5f52a1c-gzip%22	https://www.causesforanimals.com/adoption-charges.html	C:/Users/talle/PycharmProjects/interview_prep_python/CS4249/Causeforanimals/www.causesforanimals.com/adoption-charges.html	(from https://www.causesforanimals.com/dogs-for-adoption.html)
20:40:18	42824/42824	---M-Z	200	added ('OK')	text/html	etag:W/%226f72b8e81ee8f2d3de5e0642d0d06dc4-gzip%22	https://www.causesforanimals.com/animals-in-our-care.html	C:/Users/talle/PycharmProjects/interview_prep_python/CS4249/Causeforanimals/www.causesforanimals.com/animals-in-our-care.html	(from https://www.causesforanimals.com/dogs-for-adoption.html)
20:40:18	60857/60857	---M-Z	200	added ('OK')	text/html	etag:W/%22b92d3c193f9aa59ecbb64c54af18b7cd-gzip%22	https://www.causesforanimals.com/puppy-club.html	C:/Users/talle/PycharmProjects/interview_prep_python/CS4249/Causeforanimals/www.causesforanimals.com/puppy-club.html	(from https://www.causesforanimals.com/dogs-for-adoption.html)
20:40:19	49255/49255	---M-Z	200	added ('OK')	text/html	etag:W/%22cf367710fc0454e880321c0f276eb190-gzip%22	https://www.causesforanimals.com/hdb-approved.html	C:/Users/talle/PycharmProjects/interview_prep_python/CS4249/Causeforanimals/www.causesforanimals.com/hdb-approved.html	(from https://www.causesforanimals.com/dogs-for-adoption.html)
20:40:19	134990/134990	---M-Z	200	added ('OK')	text/html	etag:W/%22e6b4e11dc1c8dbfbb47f70ca5dad1410-gzip%22	https://www.causesforanimals.com/gone-to-good-homes.html	C:/Users/talle/PycharmProjects/interview_prep_python/CS4249/Causeforanimals/www.causesforanimals.com/gone-to-good-homes.html	(from https://www.causesforanimals.com/dogs-for-adoption.html)
20:40:20	86051/86051	---M-Z	200	added ('OK')	text/html	etag:W/%22cc45e6327e440d162ecd536786c198af-gzip%22	https://www.causesforanimals.com/dogs-around-the-world.html	C:/Users/talle/PycharmProjects/interview_prep_python/CS4249/Causeforanimals/www.causesforanimals.com/dogs-around-the-world.html	(from https://www.causesforanimals.com/dogs-for-adoption.html)
20:40:20	47791/47791	---M-Z	200	added ('OK')	text/html	etag:W/%22f47bfc095e7394118453c54db3c9ee92-gzip%22	https://www.causesforanimals.com/help-a-street-dog.html	C:/Users/talle/PycharmProjects/interview_prep_python/CS4249/Causeforanimals/www.causesforanimals.com/help-a-street-dog.html	(from https://www.causesforanimals.com/dogs-for-adoption.html)
20:40:21	51731/51731	---M-Z	200	added ('OK')	text/html	etag:W/%22602e7cd420d5aeabf8799df5a0b00c80-gzip%22	https://www.causesforanimals.com/cas-street-dogs.html	C:/Users/talle/PycharmProjects/interview_prep_python/CS4249/Causeforanimals/www.causesforanimals.com/cas-street-dogs.html	(from https://www.causesforanimals.com/dogs-for-adoption.html)
20:40:22	47734/47734	---M-Z	200	added ('OK')	text/html	etag:W/%226f677c6120e6384d104c6b5aa643c355-gzip%22	https://www.causesforanimals.com/past-friends.html	C:/Users/talle/PycharmProjects/interview_prep_python/CS4249/Causeforanimals/www.causesforanimals.com/past-friends.html	(from https://www.causesforanimals.com/dogs-for-adoption.html)
20:40:22	38703/38703	---M-Z	200	added ('OK')	text/html	etag:W/%2271028e686bf4a368c9c26b340135270c-gzip%22	https://www.causesforanimals.com/tips-on-strays.html	C:/Users/talle/PycharmProjects/interview_prep_python/CS4249/Causeforanimals/www.causesforanimals.com/tips-on-strays.html	(from https://www.causesforanimals.com/dogs-for-adoption.html)
20:40:22	40995/40995	---M-Z	200	added ('OK')	text/html	etag:W/%223586f9cc52d3cfedfcbf69c67f703cc9-gzip%22	https://www.causesforanimals.com/rr-fund-appeal.html	C:/Users/talle/PycharmProjects/interview_prep_python/CS4249/Causeforanimals/www.causesforanimals.com/rr-fund-appeal.html	(from https://www.causesforanimals.com/dogs-for-adoption.html)
20:40:23	79283/79283	---M-Z	200	added ('OK')	text/html	etag:W/%22b2595fff6653442de03b08e1741bd1e2-gzip%22	https://www.causesforanimals.com/paymerchandise.html	C:/Users/talle/PycharmProjects/interview_prep_python/CS4249/Causeforanimals/www.causesforanimals.com/paymerchandise.html	(from https://www.causesforanimals.com/dogs-for-adoption.html)
20:40:23	58949/58949	---M-Z	200	added ('OK')	text/html	etag:W/%2257aae319c477a91cbb6979e2393d4182-gzip%22	https://www.causesforanimals.com/merchandise.html	C:/Users/talle/PycharmProjects/interview_prep_python/CS4249/Causeforanimals/www.causesforanimals.com/merchandise.html	(from https://www.causesforanimals.com/dogs-for-adoption.html)
20:40:24	4573/4573	---M--	200	added ('OK')	image/jpeg	etag:%22005b75f22797a36945dc89bea3031988%22	https://www.causesforanimals.com/uploads/1/0/8/3/10832582/editor/layoutpageslanscape-pages_16.jpg?1498561349	C:/Users/talle/PycharmProjects/interview_prep_python/CS4249/Causeforanimals/www.causesforanimals.com/uploads/1/0/8/3/10832582/editor/layoutpageslanscape-pages_16a334.jpg	(from https://www.causesforanimals.com/dogs-for-adoption.html)
20:40:24	8032/8032	---M--	200	added ('OK')	image/png	etag:%2210e83248bb2747b876fc39c8bda55356%22	https://www.causesforanimals.com/uploads/1/0/8/3/10832582/_____4569221.png	C:/Users/talle/PycharmProjects/interview_prep_python/CS4249/Causeforanimals/www.causesforanimals.com/uploads/1/0/8/3/10832582/_____4569221.png	(from https://www.causesforanimals.com/dogs-for-adoption.html)
20:40:24	4140/4140	---M--	200	added ('OK')	image/jpeg	etag:%227f49313ebd0ea6f44be8469b32e12484%22	https://www.causesforanimals.com/uploads/1/0/8/3/10832582/untitled_10.jpg?185	C:/Users/talle/PycharmProjects/interview_prep_python/CS4249/Causeforanimals/www.causesforanimals.com/uploads/1/0/8/3/10832582/untitled_10eecc.jpg	(from https://www.causesforanimals.com/dogs-for-adoption.html)
20:40:24	5311/5311	---M--	200	added ('OK')	image/jpeg	etag:%22a9f520a5eae1fad2c53db343199583cf%22	https://www.causesforanimals.com/uploads/1/0/8/3/10832582/untitled_11.jpg?193	C:/Users/talle/PycharmProjects/interview_prep_python/CS4249/Causeforanimals/www.causesforanimals.com/uploads/1/0/8/3/10832582/untitled_11bd68.jpg	(from https://www.causesforanimals.com/dogs-for-adoption.html)
20:40:25	50346/50346	---M-Z	200	added ('OK')	text/html	etag:W/%229698a4d41675d22e079c632b0e9cb641-gzip%22	https://www.causesforanimals.com/khartik.html	C:/Users/talle/PycharmProjects/interview_prep_python/CS4249/Causeforanimals/www.causesforanimals.com/khartik.html	(from https://www.causesforanimals.com/dogs-for-adoption.html)
20:40:25	5356/5356	---M--	200	added ('OK')	image/jpeg	etag:%22269c8ad2fc83c84a2c8f2d9711b4d1e1%22	https://www.causesforanimals.com/uploads/1/0/8/3/10832582/editor/khartik-01.jpg?1600932086	C:/Users/talle/PycharmProjects/interview_prep_python/CS4249/Causeforanimals/www.causesforanimals.com/uploads/1/0/8/3/10832582/editor/khartik-01c118.jpg	(from https://www.causesforanimals.com/dogs-for-adoption.html)
20:40:25	48587/48587	---M-Z	200	added ('OK')	text/html	etag:W/%22b12e6520b18f1c724fa991c8e83fc62a-gzip%22	https://www.causesforanimals.com/lila.html	C:/Users/talle/PycharmProjects/interview_prep_python/CS4249/Causeforanimals/www.causesforanimals.com/lila.html	(from https://www.causesforanimals.com/dogs-for-adoption.html)
20:40:26	6557/6557	---M--	200	added ('OK')	image/jpeg	etag:%22316995b34768b1bdddd3bf905288ddb1%22	https://www.causesforanimals.com/uploads/1/0/8/3/10832582/editor/lila-cropped.jpg?1585554374	C:/Users/talle/PycharmProjects/interview_prep_python/CS4249/Causeforanimals/www.causesforanimals.com/uploads/1/0/8/3/10832582/editor/lila-croppede78d.jpg	(from https://www.causesforanimals.com/dogs-for-adoption.html)
20:40:26	50437/50437	---M-Z	200	added ('OK')	text/html	etag:W/%2216c84f972a0d18adb878ef13563ed43d-gzip%22	https://www.causesforanimals.com/arthos.html	C:/Users/talle/PycharmProjects/interview_prep_python/CS4249/Causeforanimals/www.causesforanimals.com/arthos.html	(from https://www.causesforanimals.com/dogs-for-adoption.html)
20:40:26	5520/5520	---M--	200	added ('OK')	image/jpeg	etag:%22d45fdfce942a683887a04eda4cd8d05a%22	https://www.causesforanimals.com/uploads/1/0/8/3/10832582/editor/1_13.jpg	C:/Users/talle/PycharmProjects/interview_prep_python/CS4249/Causeforanimals/www.causesforanimals.com/uploads/1/0/8/3/10832582/editor/1_13.jpg	(from https://www.causesforanimals.com/dogs-for-adoption.html)
20:40:27	49165/49165	---M-Z	200	added ('OK')	text/html	etag:W/%22a57f14a3d6d66a439f1db3c0d0a1dc40-gzip%22	https://www.causesforanimals.com/mei-mei.html	C:/Users/talle/PycharmProjects/interview_prep_python/CS4249/Causeforanimals/www.causesforanimals.com/mei-mei.html	(from https://www.causesforanimals.com/dogs-for-adoption.html)
20:40:27	5161/5161	---M--	200	added ('OK')	image/jpeg	etag:%225f518e8472850abc9b2dd246ec957799%22	https://www.causesforanimals.com/uploads/1/0/8/3/10832582/editor/meimeic_1.jpg?1540431536	C:/Users/talle/PycharmProjects/interview_prep_python/CS4249/Causeforanimals/www.causesforanimals.com/uploads/1/0/8/3/10832582/editor/meimeic_15828.jpg	(from https://www.causesforanimals.com/dogs-for-adoption.html)
20:40:28	49074/49074	---M-Z	200	added ('OK')	text/html	etag:W/%226bbf286627d99e3e67ffb5079e2f71d3-gzip%22	https://www.causesforanimals.com/primrose.html	C:/Users/talle/PycharmProjects/interview_prep_python/CS4249/Causeforanimals/www.causesforanimals.com/primrose.html	(from https://www.causesforanimals.com/dogs-for-adoption.html)
20:40:28	5548/5548	---M--	200	added ('OK')	image/jpeg	etag:%22b85fcda23e1968c7f7ee6b51f3cdbf5f%22	https://www.causesforanimals.com/uploads/1/0/8/3/10832582/published/primrosecrop-jpg_1.jpg?1559118078	C:/Users/talle/PycharmProjects/interview_prep_python/CS4249/Causeforanimals/www.causesforanimals.com/uploads/1/0/8/3/10832582/published/primrosecrop-jpg_1f903.jpg	(from https://www.causesforanimals.com/dogs-for-adoption.html)
20:40:28	48307/48307	---M-Z	200	added ('OK')	text/html	etag:W/%225140de1476b07e7e34c9cda8f80a772f-gzip%22	https://www.causesforanimals.com/harry.html	C:/Users/talle/PycharmProjects/interview_prep_python/CS4249/Causeforanimals/www.causesforanimals.com/harry.html	(from https://www.causesforanimals.com/dogs-for-adoption.html)
20:40:29	6553/6553	---M--	200	added ('OK')	image/jpeg	etag:%22c73b37f7482fddf2e303c4b425a14ea7%22	https://www.causesforanimals.com/uploads/1/0/8/3/10832582/editor/harryc.jpg?1559118085	C:/Users/talle/PycharmProjects/interview_prep_python/CS4249/Causeforanimals/www.causesforanimals.com/uploads/1/0/8/3/10832582/editor/harryc5f97.jpg	(from https://www.causesforanimals.com/dogs-for-adoption.html)
20:40:29	48676/48676	---M-Z	200	added ('OK')	text/html	etag:W/%224411ac8ab4585ab81aac48bf36dfce44-gzip%22	https://www.causesforanimals.com/wiseman.html	C:/Users/talle/PycharmProjects/interview_prep_python/CS4249/Causeforanimals/www.causesforanimals.com/wiseman.html	(from https://www.causesforanimals.com/dogs-for-adoption.html)
20:40:29	5760/5760	---M--	200	added ('OK')	image/jpeg	etag:%224c50ebbd4c4db78aba1406faf373b27b%22	https://www.causesforanimals.com/uploads/1/0/8/3/10832582/published/wiseman11c.jpg?1562134134	C:/Users/talle/PycharmProjects/interview_prep_python/CS4249/Causeforanimals/www.causesforanimals.com/uploads/1/0/8/3/10832582/published/wiseman11c0fdb.jpg	(from https://www.causesforanimals.com/dogs-for-adoption.html)
20:40:30	49552/49552	---M-Z	200	added ('OK')	text/html	etag:W/%22f28a0e3303c6021e280e67f3268ca636-gzip%22	https://www.causesforanimals.com/ah-leng.html	C:/Users/talle/PycharmProjects/interview_prep_python/CS4249/Causeforanimals/www.causesforanimals.com/ah-leng.html	(from https://www.causesforanimals.com/dogs-for-adoption.html)
20:40:30	6387/6387	---M--	200	added ('OK')	image/jpeg	etag:%2208440fec4210b977bd18af83f44a06b2%22	https://www.causesforanimals.com/uploads/1/0/8/3/10832582/published/_2578951.jpg?1562134137	C:/Users/talle/PycharmProjects/interview_prep_python/CS4249/Causeforanimals/www.causesforanimals.com/uploads/1/0/8/3/10832582/published/_25789515785.jpg	(from https://www.causesforanimals.com/dogs-for-adoption.html)
20:40:31	50259/50259	---M-Z	200	added ('OK')	text/html	etag:W/%22050611d72c71bcd91536a1f7201ed65b-gzip%22	https://www.causesforanimals.com/courtney.html	C:/Users/talle/PycharmProjects/interview_prep_python/CS4249/Causeforanimals/www.causesforanimals.com/courtney.html	(from https://www.causesforanimals.com/dogs-for-adoption.html)
20:40:31	5947/5947	---M--	200	added ('OK')	image/jpeg	etag:%2280ed923306cdca7080e693678b0b2d20%22	https://www.causesforanimals.com/uploads/1/0/8/3/10832582/editor/counrtney11c.jpg?1562134139	C:/Users/talle/PycharmProjects/interview_prep_python/CS4249/Causeforanimals/www.causesforanimals.com/uploads/1/0/8/3/10832582/editor/counrtney11cdb27.jpg	(from https://www.causesforanimals.com/dogs-for-adoption.html)
20:40:32	50948/50948	---M-Z	200	added ('OK')	text/html	etag:W/%22e226520ab1067ef9d82f8fd3de24d7d6-gzip%22	https://www.causesforanimals.com/dash.html	C:/Users/talle/PycharmProjects/interview_prep_python/CS4249/Causeforanimals/www.causesforanimals.com/dash.html	(from https://www.causesforanimals.com/dogs-for-adoption.html)
