id,image,details,hdb_approved,gender,date_of_birth,name,age
33,https://cdn2.thedogapi.com/images/rygIFuhH7_1280.jpg,"Aloof, Clownish, Dignified, Independent, Happy",False,M,2009,Brutus,11
34,https://cdn2.thedogapi.com/images/SyPvYOhHm_1280.jpg,"Aloof, Clownish, Dignified, Independent, Happy",True,F,2017,Maverick,3
35,https://cdn2.thedogapi.com/images/HJ-YF_hHQ_1280.jpg,"Aloof, Clownish, Dignified, Independent, Happy",False,M,2014,Piper,6
36,https://cdn2.thedogapi.com/images/rJJoKd3B7_1280.jpg,"Aloof, Clownish, Dignified, Independent, Happy",False,F,2008,Hank,12
37,https://cdn2.thedogapi.com/images/Yp52A2pFZ_1280.jpg,"Aloof, Clownish, Dignified, Independent, Happy",False,F,2018,Finn,2
38,https://cdn2.thedogapi.com/images/GYC8Oeux6.jpg,"Loyal, Independent, Intelligent, Brave",True,M,2009,Akbash Dog,11
39,https://cdn2.thedogapi.com/images/C3KfxN2DG.jpg,"Loyal, Independent, Intelligent, Brave",False,F,2010,Akbash Dog,10
40,https://cdn2.thedogapi.com/images/BbMFS3bU-.jpg,"Friendly, Affectionate, Devoted, Loyal, Dignified, Playful",True,F,2008,Alaskan Malamute,12
41,https://cdn2.thedogapi.com/images/hdERN5n5z.jpg,"Friendly, Assertive, Energetic, Loyal, Gentle, Confident, Dominant",False,F,2014,American Bulldog,6
42,https://cdn2.thedogapi.com/images/KcUu-6YV0.jpg,"Strong Willed, Stubborn, Friendly, Clownish, Affectionate, Loyal, Obedient, Intelligent, Courageous",False,M,2016,American Bully,4
43,https://cdn2.thedogapi.com/images/EB8A5HQHX.jpg,"Friendly, Alert, Reserved, Intelligent, Protective",False,F,2011,American Eskimo Dog,9
44,https://cdn2.thedogapi.com/images/mhikcBw9U.jpg,"Stubborn, Curious, Playful, Adventurous, Active, Fun-loving",False,F,2018,Affenpinscher,2
45,https://cdn2.thedogapi.com/images/WYKqUtgMB.png,"Stubborn, Curious, Playful, Adventurous, Active, Fun-loving",True,F,2014,Affenpinscher,6
46,https://cdn2.thedogapi.com/images/hMyT4CDXR.jpg,"Aloof, Clownish, Dignified, Independent, Happy",False,M,2008,Afghan Hound,12
47,https://cdn2.thedogapi.com/images/WIf5o1E8h.jpg,"Aloof, Clownish, Dignified, Independent, Happy",False,M,2009,Afghan Hound,11
48,https://cdn2.thedogapi.com/images/12nMI642l.jpg,"Aloof, Clownish, Dignified, Independent, Happy",False,M,2014,Afghan Hound,6
49,https://cdn2.thedogapi.com/images/lq5gBjy4s.jpg,"Docile, Alert, Responsive, Dignified, Composed, Friendly, Receptive, Faithful, Courageous",True,M,2015,Akita,5
50,https://cdn2.thedogapi.com/images/VOKm-sqrT.jpg,"Aloof, Clownish, Dignified, Independent, Happy",True,F,2012,Simba,8
51,https://cdn2.thedogapi.com/images/UsKoTe0vu.jpg,"Aloof, Clownish, Dignified, Independent, Happy",False,M,2009,Roscoe,11
52,https://cdn2.thedogapi.com/images/bRq0anD4j.jpg,"Aloof, Clownish, Dignified, Independent, Happy",False,M,2015,Gunner,5
53,https://cdn2.thedogapi.com/images/FsK9WepDe.jpg,"Aloof, Clownish, Dignified, Independent, Happy",True,F,2008,Bo,12
54,https://cdn2.thedogapi.com/images/KaU4DC_DG.jpg,"Aloof, Clownish, Dignified, Independent, Happy",True,M,2014,Prince,6
55,https://cdn2.thedogapi.com/images/wd68jwRjD.png,"Aloof, Clownish, Dignified, Independent, Happy",False,F,2009,Boomer,11
56,https://cdn2.thedogapi.com/images/Ki9uZDMNA.png,"Aloof, Clownish, Dignified, Independent, Happy",True,F,2010,Duke,10
57,https://cdn2.thedogapi.com/images/pYkNylnuw.jpg,"Aloof, Clownish, Dignified, Independent, Happy",False,M,2015,Sam,5
58,https://cdn2.thedogapi.com/images/pNg2yT6Wc.jpg,"Aloof, Clownish, Dignified, Independent, Happy",False,F,2011,Riley,9
59,https://cdn2.thedogapi.com/images/mdjFBMjtk.jpg,"Cautious, Energetic, Loyal, Obedient, Protective, Brave",False,F,2018,Australian Cattle Dog,2
60,https://cdn2.thedogapi.com/images/xAo4Tfbyg.jpg,"Cautious, Energetic, Loyal, Obedient, Protective, Brave",True,F,2014,Australian Cattle Dog,6
61,https://cdn2.thedogapi.com/images/76K-B98C9.jpg,"Self-confidence, Hardy, Lively, Alert, Intelligent, Active",True,F,2012,Bearded Collie,8
62,https://cdn2.thedogapi.com/images/n3IbwcZlN.jpg,"Self-confidence, Hardy, Lively, Alert, Intelligent, Active",True,M,2016,Bearded Collie,4
63,https://cdn2.thedogapi.com/images/x0N6Jg0nw.jpg,"Self-confidence, Hardy, Lively, Alert, Intelligent, Active",True,F,2016,Bearded Collie,4
64,https://cdn2.thedogapi.com/images/pC7MjGeaT.jpg,"Tenacious, Keen, Energetic, Responsive, Alert, Intelligent",True,M,2016,Border Collie,4
65,https://cdn2.thedogapi.com/images/sGQvQUpsp.jpg,"Tenacious, Keen, Energetic, Responsive, Alert, Intelligent",False,F,2016,Border Collie,4
66,https://cdn2.thedogapi.com/images/rVXxoWhCR.jpg,"Tenacious, Keen, Energetic, Responsive, Alert, Intelligent",True,F,2013,Border Collie,7
67,https://cdn2.thedogapi.com/images/93bGwN0KL.jpg,"Tenacious, Keen, Energetic, Responsive, Alert, Intelligent",False,M,2012,Border Collie,8
68,https://cdn2.thedogapi.com/images/DZzgyxMIE.jpg,"Tenacious, Keen, Energetic, Responsive, Alert, Intelligent",True,M,2014,Border Collie,6
69,https://cdn2.thedogapi.com/images/ViIxw1j4w.jpg,"Tenacious, Keen, Energetic, Responsive, Alert, Intelligent",False,F,2011,Border Collie,9
70,https://cdn2.thedogapi.com/images/CLRVGYoXA.jpg,"Trainable, Protective, Sweet-Tempered, Keen, Active",False,F,2010,Bull Terrier,10
71,https://cdn2.thedogapi.com/images/a5wh4Z1NJ.jpg,"Trainable, Protective, Sweet-Tempered, Keen, Active",False,M,2013,Bull Terrier,7
72,https://cdn2.thedogapi.com/images/S82sy7Hfz.jpg,"Trainable, Protective, Sweet-Tempered, Keen, Active",False,F,2017,Bull Terrier,3
73,https://cdn2.thedogapi.com/images/607_FDb_p.jpg,"Trainable, Protective, Sweet-Tempered, Keen, Active",False,M,2015,Bull Terrier,5
74,https://cdn2.thedogapi.com/images/KlKFRG3Ko.jpg,"Affectionate, Intelligent, Quiet, Dominant, Happy, Protective",True,F,2018,Chesapeake Bay Retriever,2
75,https://cdn2.thedogapi.com/images/BP9tUfS_h.jpg,"Trainable, Friendly, Affectionate, Playful, Quiet, Faithful",False,M,2015,Cocker Spaniel,5
76,https://cdn2.thedogapi.com/images/R9ZzdMEnl.jpg,"Playful, Loyal, Independent, Intelligent, Happy, Vocal",False,F,2010,Finnish Spitz,10
77,https://cdn2.thedogapi.com/images/J5xkGtEU3.jpg,"Playful, Loyal, Independent, Intelligent, Happy, Vocal",True,M,2014,Finnish Spitz,6
78,https://cdn2.thedogapi.com/images/niZ0b1nHu.jpg,"Benevolent, Agile, Alert, Intelligent, Active, Territorial",False,F,2013,Kooikerhondje,7
79,https://cdn2.thedogapi.com/images/LrXQhXhmb.jpg,"Benevolent, Agile, Alert, Intelligent, Active, Territorial",False,F,2009,Kooikerhondje,11
80,https://cdn2.thedogapi.com/images/5ehdkGpsY.jpg,"Benevolent, Agile, Alert, Intelligent, Active, Territorial",False,M,2014,Kooikerhondje,6
81,https://cdn2.thedogapi.com/images/L0kFU8jaZ.jpg,"Benevolent, Agile, Alert, Intelligent, Active, Territorial",False,F,2012,Kooikerhondje,8
82,https://cdn2.thedogapi.com/images/wRJ9Dwspw.jpg,"Benevolent, Agile, Alert, Intelligent, Active, Territorial",False,M,2010,Kooikerhondje,10
83,https://cdn2.thedogapi.com/images/4CUZk1TCM.jpg,"Benevolent, Agile, Alert, Intelligent, Active, Territorial",False,F,2017,Kooikerhondje,3
84,https://cdn2.thedogapi.com/images/_8II0snsl.jpg,"Friendly, Lively, Gentle, Watchful, Calm",True,M,2014,Saint Bernard,6
85,https://cdn2.thedogapi.com/images/E_HPfvAnX.jpg,"Friendly, Lively, Gentle, Watchful, Calm",True,M,2011,Saint Bernard,9
86,https://cdn2.thedogapi.com/images/q8XC_2pym.jpg,"Aloof, Reserved, Intelligent, Quiet",False,M,2010,Saluki,10
87,https://cdn2.thedogapi.com/images/sNtR0_fdu.jpg,"Aloof, Reserved, Intelligent, Quiet",True,M,2015,Saluki,5
88,https://cdn2.thedogapi.com/images/VlVgulZgs.jpg,"Aloof, Reserved, Intelligent, Quiet",True,F,2012,Saluki,8
89,https://cdn2.thedogapi.com/images/xGuSVhi28.jpg,"Aloof, Reserved, Intelligent, Quiet",False,F,2012,Saluki,8
90,https://cdn2.thedogapi.com/images/fjFIuehNo.jpg,"Aloof, Reserved, Intelligent, Quiet",True,F,2018,Saluki,2
91,https://cdn2.thedogapi.com/images/hweK6aOl9.jpg,"Charming, Fearless, Keen, Alert, Confident, Faithful",False,F,2010,Shiba Inu,10
92,https://cdn2.thedogapi.com/images/Z6h74tJ-D.jpg,"Charming, Fearless, Keen, Alert, Confident, Faithful",False,M,2009,Shiba Inu,11
93,https://cdn2.thedogapi.com/images/_LWIQOpXG.jpg,"Charming, Fearless, Keen, Alert, Confident, Faithful",True,F,2012,Shiba Inu,8
94,https://cdn2.thedogapi.com/images/duYK7C91Q.jpg,"Charming, Fearless, Keen, Alert, Confident, Faithful",True,M,2011,Shiba Inu,9
95,https://cdn2.thedogapi.com/images/MCQEc8Oc-.jpg,"Charming, Fearless, Keen, Alert, Confident, Faithful",True,M,2010,Shiba Inu,10
96,https://cdn2.thedogapi.com/images/YOZ3-uVvB.jpg,"Charming, Fearless, Keen, Alert, Confident, Faithful",True,M,2013,Shiba Inu,7
97,https://cdn2.thedogapi.com/images/v-08PkHgP.jpg,"Trainable, Good-natured, Devoted, Lively, Playful, Intelligent",False,M,2009,Standard Schnauzer,11
98,https://cdn2.thedogapi.com/images/YHlx6uL2w.jpg,"Trainable, Good-natured, Devoted, Lively, Playful, Intelligent",False,F,2010,Standard Schnauzer,10
99,https://cdn2.thedogapi.com/images/G9yfpaxEv.jpg,"Aloof, Clownish, Dignified, Independent, Happy",True,F,2013,Oakley,7
100,https://cdn2.thedogapi.com/images/s4h8tS2SU.jpg,"Aloof, Clownish, Dignified, Independent, Happy",False,M,2018,Benji,2
101,https://cdn2.thedogapi.com/images/rJqd1ecV7_1280.jpg,"Friendly, Affectionate, Devoted, Loyal, Dignified, Playful",False,F,2018,Alaskan Malamute,2
102,https://cdn2.thedogapi.com/images/HkC31gcNm_1280.png,"Strong Willed, Stubborn, Friendly, Clownish, Affectionate, Loyal, Obedient, Intelligent, Courageous",False,M,2015,American Pit Bull Terrier,5
103,https://cdn2.thedogapi.com/images/SkmRJl9VQ_1280.jpg,"Friendly, Energetic, Obedient, Intelligent, Protective, Trainable",True,F,2015,American Water Spaniel,5
104,https://cdn2.thedogapi.com/images/Syd4xxqEm_1280.jpg,"Amiable, Even Tempered, Excitable, Determined, Gentle, Intelligent",True,F,2017,Beagle,3
105,https://cdn2.thedogapi.com/images/r1f_ll5VX_1280.jpg,"Watchful, Alert, Stubborn, Friendly, Confident, Hard-working, Active, Protective",False,F,2011,Belgian Malinois,9
106,https://cdn2.thedogapi.com/images/ryHJZlcNX_1280.jpg,"Friendly, Energetic, Companionable, Intelligent, Eager, Trainable",False,M,2013,Boykin Spaniel,7
107,https://cdn2.thedogapi.com/images/rkVlblcEQ_1280.jpg,"Fearless, Loyal, Obedient, Intelligent, Faithful, Protective",False,F,2008,Briard,12
108,https://cdn2.thedogapi.com/images/BkKZWlcVX_1280.jpg,"Trainable, Protective, Sweet-Tempered, Keen, Active, Territorial",True,M,2010,Bull Terrier (Miniature),10
109,https://cdn2.thedogapi.com/images/r15m-lc4m_1280.jpg,"Trainable, Reserved, Stable, Quiet, Even Tempered, Calm",False,F,2009,Cane Corso,11
110,https://cdn2.thedogapi.com/images/rkeqWgq4Q_1280.jpg,"Affectionate, Loyal, Dignified, Gentle, Calm, Great-hearted",True,F,2010,Clumber Spaniel,10
111,https://cdn2.thedogapi.com/images/HyL3bl94Q_1280.jpg,"Fearless, Energetic, Alert, Loyal, Obedient, Confident, Intelligent",True,F,2017,Doberman Pinscher,3
112,https://cdn2.thedogapi.com/images/SJ6eMxqEQ_1280.jpg,"Stubborn, Alert, Companionable, Intelligent, Cunning, Trainable",True,F,2016,English Toy Terrier,4
113,https://cdn2.thedogapi.com/images/BkHHQgcN7_1280.jpg,"Energetic, Loyal, Intelligent, Trainable",True,M,2017,Miniature American Shepherd,3
114,https://cdn2.thedogapi.com/images/ByIiml9Nm_1280.jpg,"Opinionated, Good-natured, Stubborn, Affectionate, Aggressive, Intelligent",True,F,2018,Pekingese,2
115,https://cdn2.thedogapi.com/images/Byz6mgqEQ_1280.jpg,"Affectionate, Sociable, Playful, Intelligent, Active, Trainable",False,M,2017,Pharaoh Hound,3
116,https://cdn2.thedogapi.com/images/r1xXEgcNX_1280.jpg,"Steady, Good-natured, Fearless, Devoted, Alert, Obedient, Confident, Self-assured, Calm, Courageous",False,F,2012,Rottweiler,8
117,https://cdn2.thedogapi.com/images/rJO6cQoVQ.gif,"Aloof, Clownish, Dignified, Independent, Happy",True,F,2015,Cash,5
118,https://cdn2.thedogapi.com/images/HkNpfppEm.gif,"Aloof, Clownish, Dignified, Independent, Happy",True,F,2014,Dolce,6
119,https://cdn2.thedogapi.com/images/H1yHQaaNX.gif,"Aloof, Clownish, Dignified, Independent, Happy",False,M,2015,Yoda,5
120,https://cdn2.thedogapi.com/images/rkq57TpVm.gif,"Aloof, Clownish, Dignified, Independent, Happy",True,M,2015,Boomer,5
121,https://cdn2.thedogapi.com/images/rJaRX6TVm.gif,"Aloof, Clownish, Dignified, Independent, Happy",False,F,2017,Frankie,3
122,https://cdn2.thedogapi.com/images/HytzV6aNm.gif,"Aloof, Clownish, Dignified, Independent, Happy",False,F,2016,Gizmo,4
123,https://cdn2.thedogapi.com/images/HJCPt_hrQ_1280.jpg,"Aloof, Clownish, Dignified, Independent, Happy",True,M,2018,Abby,2
124,https://cdn2.thedogapi.com/images/Hy_9F_hBX_1280.jpg,"Aloof, Clownish, Dignified, Independent, Happy",True,F,2012,George,8
125,https://cdn2.thedogapi.com/images/dW5UucTIW.jpg,"Friendly, Affectionate, Devoted, Loyal, Dignified, Playful",True,M,2012,Alaskan Malamute,8
126,https://cdn2.thedogapi.com/images/kRw7OfClb.jpg,"Strong Willed, Stubborn, Friendly, Clownish, Affectionate, Loyal, Obedient, Intelligent, Courageous",True,F,2009,American Bully,11
127,https://cdn2.thedogapi.com/images/quiHq2FiB.jpg,"Kind, Sweet-Tempered, Loyal, Independent, Intelligent, Loving",False,M,2010,American Foxhound,10
128,https://cdn2.thedogapi.com/images/2xUswk2y8.jpg,"Kind, Sweet-Tempered, Loyal, Independent, Intelligent, Loving",False,F,2017,American Foxhound,3
129,https://cdn2.thedogapi.com/images/ajJCO_lDC.jpg,"Kind, Sweet-Tempered, Loyal, Independent, Intelligent, Loving",True,M,2010,American Foxhound,10
130,https://cdn2.thedogapi.com/images/hd1iiHXjK.jpg,"Stubborn, Curious, Playful, Adventurous, Active, Fun-loving",True,M,2009,Affenpinscher,11
131,https://cdn2.thedogapi.com/images/zqTumVT7e.jpg,"Aloof, Clownish, Dignified, Independent, Happy",False,F,2012,Afghan Hound,8
132,https://cdn2.thedogapi.com/images/MUGiNcu_Z.jpg,"Docile, Alert, Responsive, Dignified, Composed, Friendly, Receptive, Faithful, Courageous",False,F,2011,Akita,9
133,https://cdn2.thedogapi.com/images/18lQnZfKQ.jpg,"Aloof, Clownish, Dignified, Independent, Happy",False,F,2013,Oliver,7
134,https://cdn2.thedogapi.com/images/S6qBIDjR6.jpg,"Aloof, Clownish, Dignified, Independent, Happy",False,F,2011,Chase,9
135,https://cdn2.thedogapi.com/images/Qyu31V_J-.jpg,"Aloof, Clownish, Dignified, Independent, Happy",True,F,2008,Sadie,12
136,https://cdn2.thedogapi.com/images/mJ2r3Ku3B.jpg,"Aloof, Clownish, Dignified, Independent, Happy",True,F,2017,Apollo,3
137,https://cdn2.thedogapi.com/images/xpzXmkz9C.jpg,"Aloof, Clownish, Dignified, Independent, Happy",False,M,2011,Gucci,9
138,https://cdn2.thedogapi.com/images/31GqHT30n.jpg,"Aloof, Clownish, Dignified, Independent, Happy",True,M,2013,Casey,7
139,https://cdn2.thedogapi.com/images/Yb4lkSFx9.jpg,"Aloof, Clownish, Dignified, Independent, Happy",True,F,2018,Kobe,2
140,https://cdn2.thedogapi.com/images/e8h56V5CY.jpg,"Aloof, Clownish, Dignified, Independent, Happy",False,M,2014,Honey,6
141,https://cdn2.thedogapi.com/images/FxLgZUpCp.jpg,"Aloof, Clownish, Dignified, Independent, Happy",True,M,2010,Jackson,10
142,https://cdn2.thedogapi.com/images/Cj07Ykw4Z.jpg,"Aloof, Clownish, Dignified, Independent, Happy",True,M,2009,Roxie,11
143,https://cdn2.thedogapi.com/images/FA8AS72qO.jpg,"Aloof, Clownish, Dignified, Independent, Happy",False,F,2013,Rudy,7
144,https://cdn2.thedogapi.com/images/Z9Lf_Zihc.jpg,"Loyal, Independent, Intelligent, Brave",False,F,2008,Akbash Dog,12
145,https://cdn2.thedogapi.com/images/Lx1N_UKFS.jpg,"Cautious, Energetic, Loyal, Obedient, Protective, Brave",True,F,2010,Australian Cattle Dog,10
146,https://cdn2.thedogapi.com/images/ARD5biBts.jpg,"Self-confidence, Hardy, Lively, Alert, Intelligent, Active",True,M,2011,Bearded Collie,9
147,https://cdn2.thedogapi.com/images/eoHqcDbsV.jpg,"Self-confidence, Hardy, Lively, Alert, Intelligent, Active",True,F,2017,Bearded Collie,3
148,https://cdn2.thedogapi.com/images/HlL9qjQAa.jpg,"Self-confidence, Hardy, Lively, Alert, Intelligent, Active",False,M,2012,Bearded Collie,8
149,https://cdn2.thedogapi.com/images/9LkzqFTjO.jpg,"Tenacious, Keen, Energetic, Responsive, Alert, Intelligent",False,F,2017,Border Collie,3
150,https://cdn2.thedogapi.com/images/uFQ94lGDH.jpg,"Tenacious, Keen, Energetic, Responsive, Alert, Intelligent",True,F,2016,Border Collie,4
151,https://cdn2.thedogapi.com/images/52bBXd2dO.jpg,"Trainable, Protective, Sweet-Tempered, Keen, Active",True,F,2012,Bull Terrier,8
152,https://cdn2.thedogapi.com/images/MgMspgiei.jpg,"Trainable, Protective, Sweet-Tempered, Keen, Active",True,F,2018,Bull Terrier,2
153,https://cdn2.thedogapi.com/images/-ipH6e7hG.jpg,"Trainable, Protective, Sweet-Tempered, Keen, Active",False,M,2017,Bull Terrier,3
154,https://cdn2.thedogapi.com/images/-lue5tDMo.jpg,"Trainable, Protective, Sweet-Tempered, Keen, Active",False,M,2014,Bull Terrier,6
155,https://cdn2.thedogapi.com/images/zFXKCNso1.jpg,"Trainable, Protective, Sweet-Tempered, Keen, Active",False,F,2009,Bull Terrier,11
156,https://cdn2.thedogapi.com/images/E0iEH4Nof.jpg,"Trainable, Protective, Sweet-Tempered, Keen, Active",True,F,2016,Bull Terrier,4
157,https://cdn2.thedogapi.com/images/ILaCjZC33.jpg,"Affectionate, Intelligent, Quiet, Dominant, Happy, Protective",False,M,2017,Chesapeake Bay Retriever,3
158,https://cdn2.thedogapi.com/images/9BXwUeCc2.jpg,"Affectionate, Intelligent, Quiet, Dominant, Happy, Protective",False,F,2008,Chesapeake Bay Retriever,12
159,https://cdn2.thedogapi.com/images/zGnoHL8B8.jpg,"Trainable, Friendly, Affectionate, Playful, Quiet, Faithful",True,M,2012,Cocker Spaniel,8
160,https://cdn2.thedogapi.com/images/hYsMv3NQi.jpg,"Playful, Loyal, Independent, Intelligent, Happy, Vocal",False,F,2014,Finnish Spitz,6
161,https://cdn2.thedogapi.com/images/CdiMsSZgT.jpg,"Playful, Loyal, Independent, Intelligent, Happy, Vocal",False,M,2013,Finnish Spitz,7
162,https://cdn2.thedogapi.com/images/t558lhehG.jpg,"Playful, Loyal, Independent, Intelligent, Happy, Vocal",True,F,2015,Finnish Spitz,5
163,https://cdn2.thedogapi.com/images/CVbVUx8pJ.jpg,"Playful, Loyal, Independent, Intelligent, Happy, Vocal",True,F,2016,Finnish Spitz,4
164,https://cdn2.thedogapi.com/images/ZjYBMDnO9.jpg,"Playful, Loyal, Independent, Intelligent, Happy, Vocal",False,M,2015,Finnish Spitz,5
165,https://cdn2.thedogapi.com/images/nLsDKdQvR.jpg,"Benevolent, Agile, Alert, Intelligent, Active, Territorial",False,M,2009,Kooikerhondje,11
166,https://cdn2.thedogapi.com/images/tbAyBgK6L.jpg,"Benevolent, Agile, Alert, Intelligent, Active, Territorial",True,F,2010,Kooikerhondje,10
167,https://cdn2.thedogapi.com/images/g2tW0bptM.jpg,"Benevolent, Agile, Alert, Intelligent, Active, Territorial",False,M,2015,Kooikerhondje,5
168,https://cdn2.thedogapi.com/images/yh3ZWqyEM.jpg,"Benevolent, Agile, Alert, Intelligent, Active, Territorial",False,M,2010,Kooikerhondje,10
169,https://cdn2.thedogapi.com/images/A14tIGT8d.jpg,"Benevolent, Agile, Alert, Intelligent, Active, Territorial",False,F,2017,Kooikerhondje,3
170,https://cdn2.thedogapi.com/images/AQN0VFXV0.jpg,"Friendly, Lively, Gentle, Watchful, Calm",False,F,2016,Saint Bernard,4
171,https://cdn2.thedogapi.com/images/135XZc4x1.jpg,"Friendly, Lively, Gentle, Watchful, Calm",False,M,2016,Saint Bernard,4
172,https://cdn2.thedogapi.com/images/GR68e1Aob.jpg,"Aloof, Reserved, Intelligent, Quiet",False,F,2010,Saluki,10
173,https://cdn2.thedogapi.com/images/Zn3IjPX3f.jpg,"Charming, Fearless, Keen, Alert, Confident, Faithful",True,F,2018,Shiba Inu,2
174,https://cdn2.thedogapi.com/images/a4dzJ1h49.jpg,"Charming, Fearless, Keen, Alert, Confident, Faithful",False,F,2014,Shiba Inu,6
175,https://cdn2.thedogapi.com/images/y6pby3qx8.jpg,"Charming, Fearless, Keen, Alert, Confident, Faithful",False,M,2010,Shiba Inu,10
176,https://cdn2.thedogapi.com/images/mufxR-Px7.jpg,"Charming, Fearless, Keen, Alert, Confident, Faithful",True,F,2009,Shiba Inu,11
177,https://cdn2.thedogapi.com/images/VRUwbGjVP.jpg,"Charming, Fearless, Keen, Alert, Confident, Faithful",True,F,2008,Shiba Inu,12
